report_date,tBalance,yBalance,total_purchase_amt,direct_purchase_amt,purchase_bal_amt,purchase_bank_amt,total_redeem_amt,consume_amt,transfer_amt,tftobal_amt,tftocard_amt,share_amt,category1,category2,category3,category4,active_users,purchase_users,redeem_users,date,weekday,day,month,is_weekend,is_month_start,is_month_end,days_to_month_end,purchase,redeem,avg_purchase_per_user,avg_redeem_per_user,mfd_daily_yield,mfd_7daily_yield,Interest_O_N,Interest_1_W,Interest_2_W,Interest_1_M,Interest_3_M,Interest_6_M,Interest_9_M,Interest_1_Y
20130924,2237486574,2219916507,74250859,73973408,48700610,25272798,56680792,6876331,49804461,22552195,27252266,277451,4040955.0,750600.0,0.0,2084776.0,1637,1207,150,2013-09-24,1,24,9,0,0,0,6,74250859,56680792,61516.86743993372,377871.94666666666,1.3281,4.767,3.6144,4.44,4.8033,6.1089,4.6731,4.22,4.27,4.4
20130925,2209922580,2237486574,47274168,46973702,20104663,26869039,74838162,3878952,70959210,41253857,29705353,300466,1503133.0,1140040.0,0.0,1235779.0,1639,1228,159,2013-09-25,2,25,9,0,0,0,5,47274168,74838162,38496.87947882736,470680.2641509434,1.3895,4.796,3.347,3.916,5.1825,5.856,4.6715,4.22,4.27,4.4
20130926,2230173744,2209922580,68718693,68406175,50986446,17419729,48467529,8338252,40129277,21599517,18529760,312518,4430820.0,2214743.0,0.0,1692689.0,1646,1243,167,2013-09-26,3,26,9,0,0,0,4,68718693,48467529,55284.54786806114,290224.7245508982,1.4449,4.897,3.112,4.055,5.571,5.435,4.6732,4.22,4.27,4.4
20130927,2244700262,2230173744,42166121,41868120,27267839,14600281,27639603,3797939,23841664,11564733,12276931,298001,1869592.0,347456.0,0.0,1580891.0,1660,1229,138,2013-09-27,4,27,9,0,0,0,3,42166121,27639603,34309.29292107404,200286.97826086957,1.3799,4.963,3.1477,3.646,5.6528,5.33,4.6722,4.22,4.27,4.4
20130928,2226590340,2244700262,39995798,39706452,14563705,25142747,58105720,6761391,51344329,16876243,34468086,289346,3370698.0,1512093.0,0.0,1878600.0,1668,1243,148,2013-09-28,5,28,9,1,0,0,2,39995798,58105720,32176.828640386164,392606.2162162162,1.3138,4.994,,,,,,,,
20130929,2220728986,2226590340,34433848,34151131,14055266,20095865,40295202,6378811,33916391,22588058,11328333,282717,1442498.0,1913594.0,0.0,3022719.0,1680,1243,148,2013-09-29,6,29,9,1,0,0,1,34433848,40295202,27702.21078037007,272264.8783783784,1.3136,5.026,3.15,3.749,5.778,5.3,4.6732,4.22,4.27,4.4
20130930,2218945683,2220728986,28398050,28118755,8182452,19936303,30181353,9842291,20339062,14254160,6084902,279295,7089923.0,526812.0,0.0,2225556.0,1685,1227,141,2013-09-30,0,30,9,0,0,1,0,28398050,30181353,23144.29502852486,214052.1489361702,1.3162,5.07,3.126,4.203,4.774,5.3,4.6704,4.22,4.27,4.4
20131001,2225269915,2218945683,19137499,18857154,6502928,12354226,12813267,2004563,10808704,7433180,3375524,280345,754200.0,269035.0,0.0,981328.0,1696,1230,115,2013-10-01,1,1,10,0,1,0,30,19137499,12813267,15558.942276422764,111419.71304347826,1.3181,5.065,,,,,,,,
20131002,2229598749,2225269915,11562708,11272068,4072819,7199249,7233874,2386169,4847705,2880222,1967483,290640,933550.0,226557.0,0.0,1226062.0,1698,1249,107,2013-10-02,2,2,10,0,0,0,29,11562708,7233874,9257.572457966373,67606.29906542056,1.3179,5.026,,,,,,,,
20131003,2233476680,2229598749,10101194,9809448,4241086,5568362,6223263,1502285,4720978,1589382,3131596,291746,474244.0,436650.0,0.0,591391.0,1704,1259,98,2013-10-03,3,3,10,0,0,0,28,10101194,6223263,8023.188244638602,63502.683673469386,1.3177,4.956,,,,,,,,
20131004,2229972019,2233476680,19907689,19615445,8598422,11017023,23412350,4280664,19131686,11492105,7639581,292244,2273219.0,1173140.0,0.0,834305.0,1715,1268,99,2013-10-04,4,4,10,0,0,0,27,19907689,23412350,15700.070189274447,236488.38383838383,1.3175,4.922,,,,,,,,
20131005,2242370252,2229972019,26364686,26074038,16185006,9889032,13966453,1514007,12452446,10249721,2202725,290648,618055.0,105978.0,0.0,789974.0,1718,1266,97,2013-10-05,5,5,10,1,0,0,26,26364686,13966453,20825.186413902054,143984.05154639174,1.3173,4.924,,,,,,,,
20131006,2267636377,2242370252,38730653,38442637,26616850,11825787,13464528,2931570,10532958,8922594,1610364,288016,1354301.0,332821.0,0.0,1244448.0,1744,1276,111,2013-10-06,6,6,10,1,0,0,25,38730653,13464528,30353.1763322884,121302.05405405405,1.3111,4.922,,,,,,,,
20131007,2281539710,2267636377,42797733,42511148,29976033,12535115,28894400,6620676,22273724,7474553,14799171,286585,4952671.0,181400.0,0.0,1486605.0,1744,1273,124,2013-10-07,0,7,10,0,0,0,24,42797733,28894400,33619.58601728201,233019.35483870967,1.3109,4.919,,,,,,,,
20131008,2313490526,2281539710,109806912,109484867,70814343,38670524,77856096,7122908,70733188,11651151,59082037,322045,3069548.0,2345844.0,0.0,1707516.0,1765,1291,167,2013-10-08,1,8,10,0,0,0,23,109806912,77856096,85055.70255615802,466204.1676646707,1.4756,5.006,3.052,4.393,4.78,5.178,4.6685,4.22,4.27,4.4
20131009,2351913449,2313490526,72422299,72136946,38830790,33306156,33999376,8883001,25116375,10678490,14437885,285353,6629023.0,682519.0,0.0,1571459.0,1780,1315,161,2013-10-09,2,9,10,0,0,0,22,72422299,33999376,55073.99163498099,211176.24844720497,1.2935,4.992,3.232,4.502,4.816,5.213,4.6682,4.22,4.27,4.4
20131010,2371763531,2351913449,72094613,71796476,36544934,35251542,52244531,7061370,45183161,11880117,33303044,298137,3916813.0,1663448.0,0.0,1481109.0,1795,1337,164,2013-10-10,3,10,10,0,0,0,21,72094613,52244531,53922.67240089753,318564.21341463417,1.3088,4.987,3.328,4.48,4.939,5.1,4.6681,4.22,4.27,4.4
20131011,2426771815,2371763531,82674757,82372594,43296363,39076231,27666473,3564500,24101973,12783375,11318598,302163,1178582.0,743552.0,0.0,1642366.0,1823,1342,143,2013-10-11,4,11,10,0,0,0,20,82674757,27666473,61605.63114754098,193471.83916083915,1.3122,4.985,3.1,4.26,4.847,5.0,4.6679,4.22,4.27,4.4
20131012,2477349968,2426771815,81901136,81593823,42609762,38984061,31322983,6943327,24379656,6524375,17855281,307313,5026766.0,434681.0,0.0,1481880.0,1846,1359,155,2013-10-12,5,12,10,1,0,0,19,81901136,31322983,60265.73657100809,202083.76129032258,1.3082,4.98,3.027,4.246,4.798,4.805,4.6673,4.22,4.27,4.4
20131013,2516649474,2477349968,71149981,70845311,32822745,38022566,31850475,4273577,27576898,10611383,16965515,304670,1846435.0,221320.0,0.0,2205822.0,1880,1358,132,2013-10-13,6,13,10,1,0,0,18,71149981,31850475,52393.21134020619,241291.47727272726,1.308,4.978,,,,,,,,
20131014,2606312149,2516649474,130315300,130020702,75489865,54530837,40652625,7783174,32869451,14896890,17972561,294598,1246108.0,2678841.0,0.0,3858225.0,1910,1370,190,2013-10-14,0,14,10,0,0,0,17,130315300,40652625,95120.65693430656,213961.18421052632,1.2777,4.96,3.113,3.855,4.65,4.85,4.6661,4.22,4.27,4.4
20131015,2656917255,2606312149,85704304,85388933,41656981,43731952,35099198,7010950,28088248,10639886,17448362,315371,2290112.0,821219.0,0.0,3899619.0,1966,1397,177,2013-10-15,1,15,10,0,0,0,16,85704304,35099198,61348.821760916246,198300.5536723164,1.3456,4.889,3.117,3.845,3.883,4.713,4.6655,4.22,4.27,4.4
20131016,2706603364,2656917255,100948091,100610077,49684423,50925654,51261982,8108405,43153577,8534326,34619251,338014,5552783.0,251813.0,0.0,2303809.0,2002,1454,161,2013-10-16,2,16,10,0,0,0,15,100948091,51261982,69427.84800550206,318397.4037267081,1.313,4.899,3.055,3.314,3.357,4.857,4.6654,4.22,4.27,4.4
20131017,2770531817,2706603364,87203217,86867001,35808629,51058372,23274764,5594997,17679767,4512267,13167500,336216,1834809.0,600722.0,0.0,3159466.0,2105,1513,166,2013-10-17,3,17,10,0,0,0,14,87203217,23274764,57635.96629213483,140209.421686747,1.2908,4.889,3.038,3.35,3.391,4.73,4.6681,4.22,4.27,4.4
20131018,2852744912,2770531817,98151450,97805294,49716816,48088478,15938355,4197983,11740372,9265936,2474436,346156,961210.0,473625.0,0.0,2763148.0,2129,1535,165,2013-10-18,4,18,10,0,0,0,13,98151450,15938355,63942.31270358306,96596.09090909091,1.2917,4.878,3.001,3.485,3.573,4.613,4.6695,4.22,4.27,4.4
20131019,2879208658,2852744912,53148443,52794624,17807708,34986916,26684697,7939723,18744974,7947251,10797723,353819,5353874.0,1441492.0,0.0,1144357.0,2170,1568,154,2013-10-19,5,19,10,1,0,0,12,53148443,26684697,33895.69068877551,173277.25324675324,1.2859,4.866,,,,,,,,
20131020,2876090997,2879208658,47766681,47414924,23808286,23606638,50884342,4669856,46214486,3590393,42624093,351757,1716851.0,585387.0,0.0,2367618.0,2231,1560,161,2013-10-20,6,20,10,1,0,0,11,47766681,50884342,30619.667307692307,316051.8136645963,1.2857,4.854,,,,,,,,
20131021,2936339884,2876090997,106030290,105669458,38771841,66897617,45781403,15776938,30004465,12306385,17698080,360832,9194806.0,3614460.0,0.0,2967672.0,2270,1562,176,2013-10-21,0,21,10,0,0,0,10,106030290,45781403,67881.10755441741,260121.60795454544,1.34,4.888,3.06,3.548,3.67,4.683,4.6775,4.22,4.27,4.4
20131022,2985778843,2936339884,145611496,145262654,80208449,65054205,96172537,17065810,79106727,39792495,39314232,348842,13865208.0,522130.0,0.0,2678472.0,2319,1592,177,2013-10-22,1,22,10,0,0,0,9,145611496,96172537,91464.50753768845,543347.6666666666,1.2698,4.846,3.052,3.558,3.6,4.707,4.6813,4.22,4.27,4.4
20131023,3018083493,2985778843,106093112,105727597,55822529,49905068,73788462,12090715,61697747,24671186,37026561,365515,8332890.0,1460982.0,0.0,2296843.0,2333,1674,196,2013-10-23,2,23,10,0,0,0,8,106093112,73788462,63377.00836320191,376471.7448979592,1.273,4.825,3.78,3.992,3.871,4.814,4.6843,4.22,4.27,4.4
20131024,3029430402,3018083493,69530830,69158484,20287230,48871254,58183921,7363228,50820693,24085834,26734859,372346,1924964.0,1541584.0,0.0,3896680.0,2366,1719,203,2013-10-24,3,24,10,0,0,0,7,69530830,58183921,40448.417684700406,286620.30049261084,1.2811,4.819,4.088,4.68,4.882,5.4,4.6876,4.2201,4.27,4.4
20131025,3047141053,3029430402,69936453,69558797,26323562,43235235,52225802,11129979,41095823,15388480,25707343,377656,7830378.0,1266472.0,0.0,2033129.0,2366,1726,191,2013-10-25,4,25,10,0,0,0,6,69936453,52225802,40519.38180764774,273433.51832460734,1.2758,4.811,4.367,4.891,5.862,6.422,4.691,4.2201,4.27,4.4
20131026,3053536348,3047141053,55752506,55373965,14759985,40613980,49357211,4620277,44736934,3869269,40867665,378541,2086856.0,705090.0,0.0,1828331.0,2379,1723,173,2013-10-26,5,26,10,1,0,0,5,55752506,49357211,32357.809634358677,285301.79768786125,1.2731,4.804,,,,,,,,
20131027,3075023321,3053536348,68007543,67634331,36450109,31184222,46520570,11575035,34945535,22721764,12223771,373212,1494793.0,8358800.0,0.0,1721442.0,2396,1720,171,2013-10-27,6,27,10,1,0,0,4,68007543,46520570,39539.26918604651,272050.1169590643,1.2729,4.797,,,,,,,,
20131028,3149927232,3075023321,129993375,129632574,67259575,62372999,55089464,12996206,42093258,16468981,25624277,360801,7322112.0,2547181.0,0.0,3126913.0,2426,1717,197,2013-10-28,0,28,10,0,0,0,3,129993375,55089464,75709.59522422831,279641.9492385787,1.2428,4.743,4.434,4.894,6.396,6.477,4.6975,4.2201,4.27,4.4
20131029,3208924908,3149927232,102050144,101671985,50888468,50783517,43052468,5155539,37896929,22855535,15041394,378159,2120041.0,725115.0,0.0,2310383.0,2470,1739,201,2013-10-29,1,29,10,0,0,0,2,102050144,43052468,58683.234042553195,214191.3830845771,1.289,4.754,4.446,4.947,6.452,6.162,4.6966,4.22,4.27,4.4
20131030,3254679467,3208924908,109663260,109262475,57375950,51886525,63908701,7047733,56860968,22494418,34366550,400785,4366929.0,378390.0,0.0,2302414.0,2524,1822,215,2013-10-30,2,30,10,0,0,0,1,109663260,63908701,60188.39736553238,297249.77209302323,1.2902,4.763,5.23,5.593,6.349,5.924,4.6965,4.2195,4.27,4.4
20131031,3289998335,3254679467,90926701,90518963,33377309,57141654,55607833,9967594,45640239,9460426,36179813,407738,4060566.0,3160180.0,0.0,2746848.0,2558,1846,221,2013-10-31,3,31,10,0,0,1,0,90926701,55607833,49256.06771397617,251619.15384615384,1.2965,4.772,4.59,4.993,5.51,5.334,4.6948,4.22,4.27,4.4
20131101,3373970161,3289998335,150904945,150490888,97662024,52828864,66933119,8910803,58022316,20798916,37223400,414057,3217695.0,2869447.0,0.0,2823661.0,2627,1871,239,2013-11-01,4,1,11,0,1,0,29,150904945,66933119,80654.7006948156,280054.8912133891,1.2919,4.781,4.2883,4.61,5.03,5.162,4.6925,4.22,4.27,4.4
20131102,3409396955,3373970161,62132300,61714348,23865307,37849041,26705506,9215431,17490075,7143672,10346403,417952,5172815.0,297898.0,0.0,3744718.0,2656,1878,190,2013-11-02,5,2,11,1,0,0,28,62132300,26705506,33084.29179978701,140555.2947368421,1.2911,4.79,,,,,,,,
20131103,3447209071,3409396955,68707870,68291959,30519678,37772281,30895754,8410792,22484962,14516429,7968533,415911,5410546.0,1169600.0,0.0,1830646.0,2663,1890,193,2013-11-03,6,3,11,1,0,0,27,68707870,30895754,36353.37037037037,160081.6269430052,1.291,4.8,,,,,,,,
20131104,3616266423,3447209071,300027403,299614565,237955005,61659560,130970051,7225760,123744291,8145407,115598884,412838,4940631.0,382233.0,0.0,1902896.0,2734,1896,236,2013-11-04,0,4,11,0,0,0,26,300027403,130970051,158242.30116033755,554957.843220339,1.2888,4.825,4.0971,4.423,4.5,4.605,4.6921,4.22,4.27,4.4
20131105,3714481373,3616266423,180904814,180478015,64596913,115881102,82689864,12228633,70461231,14710337,55750894,426799,7907915.0,1180483.0,0.0,3140235.0,2950,2090,383,2013-11-05,1,5,11,0,0,0,25,180904814,82689864,86557.32727272727,215900.42819843342,1.2938,4.828,3.9147,4.232,4.557,4.6155,4.693,4.22,4.27,4.4
20131106,3764248463,3714481373,181474910,181014598,38422060,142592538,131707820,19226831,112480989,49152384,63328605,460312,8731137.0,5706353.0,0.0,4789341.0,3061,2177,379,2013-11-06,2,6,11,0,0,0,24,181474910,131707820,83360.08727606798,347514.036939314,1.2917,4.829,3.66,3.866,4.55,4.869,4.6926,4.22,4.27,4.4
20131107,3848905475,3764248463,167963464,167495139,39534732,127960407,83306452,13495904,69810548,18133158,51677390,468325,7810282.0,2117359.0,0.0,3568263.0,3183,2295,419,2013-11-07,3,7,11,0,0,0,23,167963464,83306452,73186.6945533769,198822.08114558473,1.2935,4.827,3.73,3.891,4.552,4.974,4.6933,4.2204,4.27,4.4
20131108,3987798639,3848905475,231749471,231270156,124106307,107163849,92856307,10129799,82726508,13757231,68969277,479315,4465354.0,1422089.0,100000.0,4142356.0,3280,2364,380,2013-11-08,4,8,11,0,0,0,22,231749471,92856307,98032.77115059222,244358.70263157896,1.292,4.827,3.761,3.939,4.5805,5.077,4.6944,4.2201,4.27,4.4
20131109,4068379896,3987798639,126467028,125980699,36733104,89247595,45885771,10908069,34977702,7874091,27103611,486329,4203716.0,1752651.0,0.0,4951702.0,3367,2439,343,2013-11-09,5,9,11,1,0,0,21,126467028,45885771,51852.0,133777.7580174927,1.2891,4.826,,,,,,,,
20131110,4147899723,4068379896,164813471,164328004,48481839,115846165,85293644,21808380,63485264,25181514,38303750,485467,11159716.0,2940939.0,0.0,7707725.0,3673,2610,493,2013-11-10,6,10,11,1,0,0,20,164813471,85293644,63146.92375478927,173009.41987829615,1.2889,4.825,,,,,,,,
20131111,4068761211,4147899723,147986439,147425452,69094170,78331282,227124951,180655486,46469465,7155297,39314168,560987,15570919.0,2442223.0,51972859.0,110669485.0,3556,2441,1312,2013-11-11,0,11,11,0,0,0,19,147986439,227124951,60625.33346988939,173113.52972560975,1.4962,4.938,3.6,3.78,4.458,5.269,4.6962,4.22,4.27,4.4
20131112,4085967334,4068761211,148469647,147913613,75656414,72257199,131263524,12308127,118955397,13535932,105419465,556034,3806993.0,3080495.0,0.0,5420639.0,3484,2378,370,2013-11-12,1,12,11,0,0,0,18,148469647,131263524,62434.670731707316,354766.2810810811,1.4577,5.028,3.329,3.545,4.305,4.865,4.6978,4.22,4.27,4.4
20131113,4181400870,4085967334,174554976,174000238,104660075,69340163,79121440,14898738,64222702,36973694,27249008,554738,8878581.0,2195166.0,0.0,3824991.0,3527,2439,318,2013-11-13,2,13,11,0,0,0,17,174554976,79121440,71568.25584255843,248809.55974842768,1.4097,5.093,3.336,3.635,4.359,5.251,4.699,4.22,4.27,4.4
20131114,4296842778,4181400870,167996058,167462695,85700589,81762106,52554150,8088009,44466141,22737277,21728864,533363,4529112.0,630803.0,0.0,2928094.0,3528,2445,319,2013-11-14,3,14,11,0,0,0,16,167996058,52554150,68710.04417177914,164746.55172413794,1.3294,5.112,4.188,4.193,4.485,5.325,4.6997,4.2202,4.27,4.4
20131115,4362903228,4296842778,124270704,123661256,44129861,79531395,58210254,9874031,48336223,13669346,34666877,609448,5240277.0,1483524.0,100000.0,3050230.0,3562,2508,313,2013-11-15,4,15,11,0,0,0,15,124270704,58210254,49549.72248803828,185975.25239616612,1.4738,5.212,4.454,5.311,5.902,5.949,4.706,4.2207,4.27,4.4
20131116,4451992661,4362903228,118085705,117530834,62614420,54916414,28996272,7299663,21696609,15626737,6069872,554871,3919184.0,790100.0,0.0,2590379.0,3604,2480,247,2013-11-16,5,16,11,1,0,0,14,118085705,28996272,47615.20362903226,117393.81376518219,1.3102,5.224,,,,,,,,
20131117,4521421128,4451992661,111786622,111233475,45938489,65294986,42358155,10008509,32349646,17699482,14650164,553147,4174258.0,2486719.0,0.0,3347532.0,3630,2474,261,2013-11-17,6,17,11,1,0,0,13,111786622,42358155,45184.568310428454,162291.7816091954,1.31,5.235,,,,,,,,
20131118,4580270823,4521421128,195766477,195210552,94427782,100782770,136916782,14312742,122604040,41227427,81376613,555925,7048432.0,3787533.0,0.0,3476777.0,3685,2479,354,2013-11-18,0,18,11,0,0,0,12,195766477,136916782,78969.93828156515,386770.57062146894,1.321,5.139,4.513,5.357,6.198,6.405,4.7095,4.2206,4.27,4.4
20131119,4641328007,4580270823,131365419,130801756,47990602,82811154,70308235,14639949,55668286,15545895,40122391,563663,4949257.0,5855587.0,0.0,3835105.0,3725,2495,342,2013-11-19,1,19,11,0,0,0,11,131365419,70308235,52651.47054108216,205579.634502924,1.3377,5.073,4.075,4.83,5.532,6.121,4.71,4.2206,4.27,4.4
20131120,4720539791,4641328007,166163002,165560984,56087750,109473234,86951218,13264281,73686937,22879788,50807149,602018,7922364.0,859690.0,0.0,4482227.0,3766,2585,324,2013-11-20,2,20,11,0,0,0,10,166163002,86951218,64279.69129593811,268367.9567901235,1.3352,5.033,4.057,4.751,5.43,6.179,4.7092,4.2207,4.27,4.4
20131121,4866972767,4720539791,221166938,220554500,118123549,102430951,74733962,8839246,65894716,16100622,49794094,612438,3088167.0,1183384.0,0.0,4567695.0,3773,2596,345,2013-11-21,3,21,11,0,0,0,9,221166938,74733962,85195.27657935285,216620.17971014493,1.3442,5.041,3.889,4.708,5.599,6.283,4.711,4.2207,4.27,4.4
20131122,4912783533,4866972767,128528687,127901717,42947137,84954580,82717921,20387183,62330738,24678325,37652413,626970,13442143.0,1611841.0,0.0,5333199.0,3801,2615,352,2013-11-22,4,22,11,0,0,0,8,128528687,82717921,49150.54952198853,234994.09375,1.3502,4.973,3.899,4.763,5.916,6.378,4.7118,4.2207,4.27,4.4
20131123,4953010420,4912783533,89109018,88464354,28994052,59470302,48882131,6482889,42399242,11475436,30923806,644664,3509414.0,604272.0,0.0,2369203.0,3885,2670,304,2013-11-23,5,23,11,1,0,0,7,89109018,48882131,33374.16404494382,160796.48355263157,1.3469,4.993,,,,,,,,
20131124,4969849464,4953010420,102394991,101754797,57943382,43811415,85555947,7319621,78236326,9204891,69031435,640194,2501180.0,1942400.0,0.0,2876041.0,3910,2639,299,2013-11-24,6,24,11,1,0,0,6,102394991,85555947,38800.678666161424,286140.2909698997,1.3467,5.013,,,,,,,,
20131125,5046879939,4969849464,147143602,146505434,74040394,72465040,70113127,23796084,46317043,9657210,36659833,638168,13167661.0,6065709.0,0.0,4562714.0,3964,2669,358,2013-11-25,0,25,11,0,0,0,5,147143602,70113127,55130.611464968155,195846.72346368714,1.361,5.035,3.847,4.74,6.165,6.378,4.7132,4.2207,4.27,4.4
20131126,5239114658,5046879939,258037702,257385328,167619964,89765364,65802983,16533187,49269796,10910790,38359006,652374,8680134.0,2532582.0,0.0,5320471.0,4001,2655,372,2013-11-26,1,26,11,0,0,0,4,258037702,65802983,97189.34161958568,176889.73924731184,1.3774,5.057,3.746,4.6775,5.95,6.582,4.7156,4.2207,4.27,4.4
20131127,5287759288,5239114658,134774128,134089685,57779508,76310177,86129498,13441519,72687979,8395361,64292618,684443,5137580.0,3153300.0,200000.0,4950639.0,4033,2772,358,2013-11-27,2,27,11,0,0,0,3,134774128,86129498,48619.81529581529,240585.18994413406,1.3755,5.079,3.764,4.663,5.968,6.704,4.7211,4.2207,4.27,4.4
20131128,5366066122,5287759288,139760425,139046863,58319586,80727277,61453591,12326030,49127561,20095247,29032314,713562,8471773.0,408316.0,0.0,3445941.0,4049,2778,322,2013-11-28,3,28,11,0,0,0,2,139760425,61453591,50309.72822174226,190849.66149068324,1.3862,5.102,3.746,4.823,6.295,6.555,4.7181,4.2207,4.27,4.4
20131129,5364620300,5366066122,122536344,121810671,43456530,78354141,123982166,12980677,111001489,15313495,95687994,725673,9039014.0,988414.0,0.0,2953249.0,4092,2824,312,2013-11-29,4,29,11,0,0,0,1,122536344,123982166,43391.056657223795,397378.7371794872,1.3879,5.123,3.726,4.666,6.066,6.365,4.7229,4.2207,4.27,4.4
20131130,5361825481,5364620300,116865492,116137403,58697397,57440006,119660311,10367540,109292771,21919187,87373584,728089,4991581.0,1458535.0,0.0,3917424.0,4139,2844,314,2013-11-30,5,30,11,1,0,1,0,116865492,119660311,41091.945147679326,381083.7929936306,1.3878,5.145,,,,,,,,
20131201,5405083240,5361825481,137889992,137174775,59786618,77388157,94632233,20461768,74170465,15707290,58463175,715217,13543472.0,1865397.0,0.0,5052899.0,4186,2847,369,2013-12-01,6,1,12,1,1,0,30,137889992,94632233,48433.4358974359,256455.9159891599,1.3876,5.168,,,,,,,,
20131202,5621931412,5405083240,345313258,344606438,181458812,163147626,128465086,31233938,97231148,47382011,49849137,706820,14717973.0,12764195.0,0.0,3751770.0,4240,2838,388,2013-12-02,0,2,12,0,0,0,29,345313258,128465086,121674.86187455954,331095.58247422683,1.3882,5.182,3.748,4.571,5.93,6.263,4.7197,4.2207,4.27,4.4
20131203,5788936223,5621931412,268666856,267952466,96712045,171240421,101662045,25720023,75942022,22917759,53024263,714390,8188232.0,12419820.0,0.0,5111971.0,4266,2853,403,2013-12-03,1,3,12,0,0,0,28,268666856,101662045,94169.9460217315,252263.13895781638,1.399,5.194,3.725,4.6,5.913,6.28,4.7365,4.2216,4.2701,4.4
20131204,5938411266,5788936223,219456372,218681591,102384322,116297269,69981329,15845867,54135462,7852080,46283382,774781,9118849.0,1874880.0,0.0,4852138.0,4292,2947,390,2013-12-04,2,4,12,0,0,0,27,219456372,69981329,74467.72039362064,179439.30512820513,1.3982,5.207,3.7235,4.577,5.75,6.235,4.7778,4.232,4.2706,4.4
20131205,6010979734,5938411266,190825287,190022709,69146648,120876061,118256819,13825962,104430857,39525525,64905332,802578,5882070.0,3989177.0,200000.0,3754715.0,4334,3004,388,2013-12-05,3,5,12,0,0,0,26,190825287,118256819,63523.73069241012,304785.61597938143,1.4025,5.216,3.703,4.558,5.509,6.08,4.885,4.2432,4.2707,4.4
20131206,6080551322,6010979734,152197159,151391317,55634193,95757124,82625571,10624967,72000604,27086231,44914373,805842,4329771.0,2064010.0,0.0,4231186.0,4341,2973,360,2013-12-06,4,6,12,0,0,0,25,152197159,82625571,51193.12445341406,229515.475,1.3848,5.214,3.7,4.55,5.058,5.596,5.167,4.2513,4.2739,4.405
20131207,6147517880,6080551322,138882605,138063886,70946815,67117071,71916047,14079254,57836793,7621422,50215371,818719,4965336.0,5587990.0,0.0,3525928.0,4362,3028,328,2013-12-07,5,7,12,1,0,0,24,138882605,71916047,45866.1178996037,219256.24085365853,1.3815,5.211,,,,,,,,
20131208,6196090491,6147517880,124886903,124072382,39666888,84405494,76314292,19207555,57106737,7934169,49172568,814521,13372269.0,1613192.0,0.0,4222094.0,4391,3008,303,2013-12-08,6,8,12,1,0,0,23,124886903,76314292,41518.25232712766,251862.3498349835,1.3809,5.207,,,,,,,,
20131209,6237388004,6196090491,174652812,173818023,58079956,115738067,133355299,20902701,112452598,12725637,99726961,834789,13518789.0,3333858.0,0.0,4050054.0,4428,3019,413,2013-12-09,0,9,12,0,0,0,22,174652812,133355299,57851.21298443193,322894.18644067796,1.4227,5.226,3.62,4.485,4.882,5.45,5.2581,4.3302,4.3553,4.4689
20131210,6269712275,6237388004,179471612,178632183,64157045,114475138,147147341,15768961,131378380,27083516,104294864,839429,6462754.0,2479305.0,0.0,6826902.0,4473,3048,361,2013-12-10,1,10,12,0,0,0,21,179471612,147147341,58881.7624671916,407610.3628808864,1.4271,5.241,3.558,4.444,4.72,5.296,5.338,4.3995,4.4319,4.5237
20131211,6399314660,6269712275,239916977,239051211,138677071,100374140,110314592,16209163,94105429,32858604,61246825,865766,7601379.0,2768439.0,200000.0,5639345.0,4518,3132,395,2013-12-11,2,11,12,0,0,0,20,239916977,110314592,76601.84450830141,279277.4481012658,1.42,5.253,3.51,4.329,4.55,5.238,5.332,4.4612,4.4969,4.5771
20131212,6447584392,6399314660,140360007,139456440,37802740,101653700,92090275,44454483,47635792,11324110,36311682,903567,10893753.0,1886838.0,8750000.0,22923892.0,4563,3210,788,2013-12-12,3,12,12,0,0,0,19,140360007,92090275,43725.858878504674,116865.8312182741,1.4663,5.288,3.46,4.305,4.51,5.4155,5.3222,4.5197,4.5547,4.6247
20131213,6521478868,6447584392,164672690,163756758,51626995,112129763,90778214,31197293,59580921,23943149,35637772,915932,25801478.0,446849.0,0.0,4948966.0,4577,3163,370,2013-12-13,4,13,12,0,0,0,18,164672690,90778214,52062.18463484034,245346.52432432433,1.4527,5.325,3.4321,4.3,4.41,5.423,5.335,4.5736,4.6072,4.6657
20131214,6598289813,6521478868,129045596,128124144,60894040,67230104,52234651,15765191,36469460,13547421,22922039,921452,8987864.0,1372372.0,0.0,5404955.0,4599,3173,322,2013-12-14,5,14,12,1,0,0,17,129045596,52234651,40669.901040025215,162219.41304347827,1.4493,5.363,,,,,,,,
20131215,6749415054,6598289813,205882387,204965245,126617857,78347388,54757146,18057269,36699877,8502234,28197643,917142,11377163.0,1900099.0,10000.0,4770007.0,4648,3187,381,2013-12-15,6,15,12,1,0,0,16,205882387,54757146,64600.68622529024,143719.54330708663,1.4491,5.4,,,,,,,,
20131216,6789747659,6749415054,196489931,195558740,76785117,118773623,156157326,32671212,123486114,31097965,92388149,931191,17126247.0,9458650.0,60649.0,6025666.0,4675,3186,457,2013-12-16,0,16,12,0,0,0,15,196489931,156157326,61672.92247332078,341700.932166302,1.4771,5.43,3.447,4.358,4.389,5.557,5.331,4.6207,4.6553,4.7045
